Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
mixed_CS=T,cyclic,0.900000,80,0.455000,6.713333,0.000000,0.017713,0.364601,0.119918,0.765556,0.840000,0.773000,0.801914
Unlu_CS=T,cyclic,0.900000,80,0.455000,38.271186,0.016667,0.016033,0.233994,0.279988,0.956667,0.470000,0.908000,0.670547
mixed_CS=T,cyclic,0.900000,30,0.530000,12.799331,0.003333,0.099972,0.545895,0.149326,0.831111,0.460000,0.794000,0.618313
Unlu_CS=T,cyclic,0.900000,30,0.530000,8.923333,0.000000,0.016612,0.281515,0.449354,0.857778,0.280000,0.800000,0.490079
mixed_CS=T,cyclic,0.900000,50,0.530000,16.096667,0.000000,0.076006,0.593471,0.131254,0.862222,0.470000,0.823000,0.636588
Unlu_CS=T,cyclic,0.900000,50,0.530000,19.956667,0.000000,0.013416,0.259697,0.457721,0.915556,0.230000,0.847000,0.458888
mixed_CS=T,cyclic,0.900000,80,0.530000,18.316667,0.000000,0.016446,0.322452,0.079218,0.918889,0.740000,0.901000,0.824608
Unlu_CS=T,cyclic,0.900000,80,0.530000,35.100334,0.003333,0.014298,0.273636,0.211559,0.966667,0.560000,0.926000,0.735754
mixed_CS=T,cyclic,0.900000,30,0.605000,9.990000,0.000000,0.134160,0.674848,0.154000,0.752222,0.640000,0.741000,0.693846
Unlu_CS=T,cyclic,0.900000,30,0.605000,12.483333,0.000000,0.016639,0.289394,0.402941,0.908889,0.230000,0.841000,0.457214
mixed_CS=T,cyclic,0.900000,50,0.605000,15.363333,0.000000,0.199036,0.721846,0.126931,0.847778,0.610000,0.824000,0.719128
Unlu_CS=T,cyclic,0.900000,50,0.605000,21.186667,0.000000,0.015262,0.291818,0.329636,0.936667,0.270000,0.870000,0.502892
mixed_CS=T,cyclic,0.900000,80,0.605000,11.873333,0.000000,0.015510,0.358650,0.080985,0.897778,0.810000,0.889000,0.852760
Unlu_CS=T,cyclic,0.900000,80,0.605000,32.903333,0.000000,0.013802,0.241736,0.211626,0.972222,0.530000,0.928000,0.717829
mixed_CS=T,cyclic,0.900000,30,0.680000,11.870000,0.000000,0.150496,0.676061,0.145984,0.822222,0.600000,0.800000,0.702377
Unlu_CS=T,cyclic,0.900000,30,0.680000,16.310000,0.000000,0.016501,0.287107,0.344596,0.950000,0.280000,0.883000,0.515752
mixed_CS=T,cyclic,0.900000,50,0.680000,12.983333,0.000000,0.190799,0.762893,0.117156,0.857778,0.770000,0.849000,0.812705
Unlu_CS=T,cyclic,0.900000,50,0.680000,25.643333,0.000000,0.015840,0.330386,0.304582,0.968889,0.320000,0.904000,0.556816
mixed_CS=T,downshift,0.950000,30,0.005000,5.666667,0.000000,0.059339,0.475647,0.176610,0.493684,0.460000,0.492000,0.476545
Unlu_CS=T,downshift,0.950000,30,0.005000,13.936455,0.003333,0.070937,0.309835,0.678789,0.692632,0.320000,0.674000,0.470789
mixed_CS=T,downshift,0.950000,50,0.005000,6.983333,0.000000,0.054270,0.437273,0.174379,0.571579,0.420000,0.564000,0.489962
Unlu_CS=T,downshift,0.950000,50,0.005000,7.306667,0.000000,0.099311,0.509256,0.658626,0.503158,0.600000,0.508000,0.549450
mixed_CS=T,downshift,0.950000,80,0.005000,14.097315,0.006667,0.090744,0.395758,0.155281,0.587368,0.360000,0.576000,0.459840
Unlu_CS=T,downshift,0.950000,80,0.005000,15.578231,0.020000,0.129669,0.406777,0.663139,0.584211,0.480000,0.579000,0.529548
mixed_CS=T,downshift,0.950000,30,0.080000,5.493333,0.000000,0.055317,0.537218,0.162314,0.584211,0.500000,0.580000,0.540468
Unlu_CS=T,downshift,0.950000,30,0.080000,7.753333,0.000000,0.094518,0.566639,0.643897,0.569474,0.540000,0.568000,0.554541
mixed_CS=T,downshift,0.950000,50,0.080000,4.820000,0.000000,0.088292,0.548127,0.173543,0.517895,0.520000,0.518000,0.518946
Unlu_CS=T,downshift,0.950000,50,0.080000,22.573379,0.023333,0.282920,0.508182,0.645365,0.650526,0.440000,0.640000,0.535006
mixed_CS=T,downshift,0.950000,80,0.080000,18.550676,0.013333,0.205041,0.583747,0.171005,0.576842,0.480000,0.572000,0.526198
Unlu_CS=T,downshift,0.950000,80,0.080000,21.623693,0.043333,0.204821,0.521736,0.592776,0.657895,0.420000,0.646000,0.525657
mixed_CS=T,downshift,0.950000,30,0.155000,8.156667,0.000000,0.214848,0.683030,0.176449,0.583158,0.560000,0.582000,0.571462
Unlu_CS=T,downshift,0.950000,30,0.155000,10.080000,0.000000,0.149091,0.628623,0.588822,0.643158,0.520000,0.637000,0.578310
mixed_CS=T,downshift,0.950000,50,0.155000,10.226667,0.000000,0.093581,0.561212,0.143079,0.705263,0.500000,0.695000,0.593828
Unlu_CS=T,downshift,0.950000,50,0.155000,21.783784,0.013333,0.209917,0.559146,0.523139,0.774737,0.480000,0.760000,0.609814
mixed_CS=T,downshift,0.950000,80,0.155000,23.417508,0.010000,0.448017,0.655207,0.145975,0.676842,0.540000,0.670000,0.604562
Unlu_CS=T,downshift,0.950000,80,0.155000,31.635417,0.040000,0.358402,0.568072,0.467684,0.769474,0.480000,0.755000,0.607740
mixed_CS=T,downshift,0.950000,30,0.230000,12.163333,0.000000,0.143361,0.657576,0.133620,0.753684,0.600000,0.746000,0.672466
Unlu_CS=T,downshift,0.950000,30,0.230000,11.300000,0.000000,0.125482,0.662452,0.530386,0.745263,0.620000,0.739000,0.679752
mixed_CS=T,downshift,0.950000,50,0.230000,18.500000,0.000000,0.303416,0.657107,0.130705,0.788421,0.580000,0.778000,0.676228
Unlu_CS=T,downshift,0.950000,50,0.230000,24.979933,0.003333,0.298044,0.624435,0.421732,0.817895,0.600000,0.807000,0.700526
mixed_CS=T,downshift,0.950000,80,0.230000,16.550000,0.000000,0.179311,0.631873,0.137468,0.753684,0.500000,0.741000,0.613875
Unlu_CS=T,downshift,0.950000,80,0.230000,36.914676,0.023333,0.296446,0.575234,0.347455,0.883158,0.400000,0.859000,0.594359
mixed_CS=T,downshift,0.950000,30,0.305000,7.636667,0.000000,0.336198,0.794160,0.149039,0.665263,0.760000,0.670000,0.711056
Unlu_CS=T,downshift,0.950000,30,0.305000,16.296667,0.000000,0.253444,0.674628,0.419500,0.811579,0.380000,0.790000,0.555338
mixed_CS=T,downshift,0.950000,50,0.305000,11.206667,0.000000,0.088871,0.687218,0.110866,0.815789,0.720000,0.811000,0.766400
Unlu_CS=T,downshift,0.950000,50,0.305000,25.860000,0.000000,0.290826,0.627163,0.291161,0.900000,0.540000,0.882000,0.697137
mixed_CS=T,downshift,0.950000,80,0.305000,15.543333,0.000000,0.416832,0.777631,0.120426,0.818947,0.800000,0.818000,0.809418
Unlu_CS=T,downshift,0.950000,80,0.305000,38.372881,0.016667,0.311295,0.592865,0.241455,0.926316,0.580000,0.909000,0.732982
mixed_CS=T,downshift,0.950000,30,0.380000,6.900000,0.000000,0.189945,0.793333,0.119705,0.774737,0.640000,0.768000,0.704153
Unlu_CS=T,downshift,0.950000,30,0.380000,13.763333,0.000000,0.318788,0.759201,0.368748,0.835790,0.500000,0.819000,0.646448
mixed_CS=T,downshift,0.950000,50,0.380000,16.770000,0.000000,0.221625,0.702590,0.077784,0.912632,0.720000,0.903000,0.810614
Unlu_CS=T,downshift,0.950000,50,0.380000,23.396667,0.000000,0.432975,0.732865,0.256822,0.898947,0.640000,0.886000,0.758503
mixed_CS=T,downshift,0.950000,80,0.380000,13.053333,0.000000,0.485289,0.830331,0.092840,0.856842,0.860000,0.857000,0.858420
Unlu_CS=T,downshift,0.950000,80,0.380000,36.943333,0.000000,0.350579,0.659917,0.163549,0.958947,0.600000,0.941000,0.758530
mixed_CS=T,downshift,0.950000,30,0.455000,6.013333,0.000000,0.345730,0.882590,0.116948,0.765263,0.820000,0.768000,0.792159
Unlu_CS=T,downshift,0.950000,30,0.455000,15.013333,0.000000,0.306501,0.760716,0.256565,0.915789,0.520000,0.896000,0.690080
mixed_CS=T,downshift,0.950000,50,0.455000,10.786667,0.000000,0.500992,0.861791,0.082416,0.866316,0.760000,0.861000,0.811419
Unlu_CS=T,downshift,0.950000,50,0.455000,27.120000,0.000000,0.391240,0.720441,0.160076,0.973684,0.560000,0.953000,0.738419
mixed_CS=T,downshift,0.950000,80,0.455000,12.096667,0.000000,0.458044,0.866281,0.105520,0.866316,0.880000,0.867000,0.873131
Unlu_CS=T,downshift,0.950000,80,0.455000,40.678930,0.003333,0.482948,0.646639,0.129662,0.978947,0.580000,0.959000,0.753518
mixed_CS=T,downshift,0.950000,30,0.530000,5.953333,0.000000,0.395620,0.896226,0.096914,0.830526,0.720000,0.825000,0.773291
Unlu_CS=T,downshift,0.950000,30,0.530000,14.866667,0.000000,0.441102,0.814435,0.233011,0.931579,0.500000,0.910000,0.682488
mixed_CS=T,downshift,0.950000,50,0.530000,11.776667,0.000000,0.558430,0.865785,0.067593,0.912632,0.760000,0.905000,0.832826
Unlu_CS=T,downshift,0.950000,50,0.530000,21.530000,0.000000,0.514766,0.800882,0.121194,0.986316,0.620000,0.968000,0.781995
mixed_CS=T,downshift,0.950000,80,0.530000,12.573333,0.000000,0.349063,0.856364,0.046803,0.931579,0.920000,0.931000,0.925771
Unlu_CS=T,downshift,0.950000,80,0.530000,41.870000,0.000000,0.412865,0.639311,0.096481,0.989474,0.680000,0.974000,0.820270
mixed_CS=T,downshift,0.950000,30,0.605000,8.570000,0.000000,0.447163,0.865730,0.087573,0.895789,0.760000,0.889000,0.825106
Unlu_CS=T,downshift,0.950000,30,0.605000,15.380000,0.000000,0.424463,0.810110,0.175805,0.952632,0.580000,0.934000,0.743321
mixed_CS=T,downshift,0.950000,50,0.605000,8.250000,0.000000,0.631818,0.920055,0.075822,0.888421,0.900000,0.889000,0.894192
Unlu_CS=T,downshift,0.950000,50,0.605000,24.683333,0.000000,0.456997,0.776584,0.125409,0.984211,0.600000,0.965000,0.768457
mixed_CS=T,downshift,0.950000,80,0.605000,13.176667,0.000000,0.561185,0.851625,0.042601,0.962105,0.840000,0.956000,0.898982
Unlu_CS=T,downshift,0.950000,80,0.605000,39.323333,0.000000,0.536556,0.673306,0.086681,0.996842,0.660000,0.980000,0.811120
mixed_CS=T,downshift,0.950000,30,0.680000,5.423333,0.000000,0.460110,0.921157,0.062552,0.902105,0.820000,0.898000,0.860073
Unlu_CS=T,downshift,0.950000,30,0.680000,15.486667,0.000000,0.573912,0.846364,0.165624,0.966316,0.620000,0.949000,0.774026
mixed_CS=T,downshift,0.950000,50,0.680000,8.596667,0.000000,0.546722,0.901460,0.045760,0.958947,0.820000,0.952000,0.886756
Unlu_CS=T,downshift,0.950000,50,0.680000,22.996667,0.000000,0.557273,0.797631,0.096196,0.991579,0.680000,0.976000,0.821142
mixed_CS=T,downshift,0.950000,80,0.680000,11.510000,0.000000,0.266116,0.855537,0.021979,0.975789,0.900000,0.972000,0.937129
Unlu_CS=T,downshift,0.950000,80,0.680000,51.863333,0.000000,0.484793,0.573388,0.174830,1.000000,0.440000,0.972000,0.663325
mixed_CS=T,downshift,0.950000,30,0.755000,5.953333,0.000000,0.661791,0.932617,0.057875,0.918947,0.840000,0.915000,0.878587
Unlu_CS=T,downshift,0.950000,30,0.755000,12.720000,0.000000,0.737218,0.884738,0.138615,0.975789,0.640000,0.959000,0.790256
mixed_CS=T,downshift,0.950000,50,0.755000,6.946667,0.000000,0.690386,0.939669,0.044080,0.922105,0.920000,0.922000,0.921052
Unlu_CS=T,downshift,0.950000,50,0.755000,28.290000,0.000000,0.601460,0.765620,0.118616,0.997895,0.500000,0.973000,0.706362
mixed_CS=T,downshift,0.950000,80,0.755000,14.600000,0.000000,0.689835,0.872369,0.018068,0.981053,0.940000,0.979000,0.960307
Unlu_CS=T,downshift,0.950000,80,0.755000,44.350000,0.000000,0.611212,0.640771,0.088345,1.000000,0.520000,0.976000,0.721110
mixed_CS=T,downshift,0.950000,30,0.830000,6.033333,0.000000,0.707658,0.947493,0.053586,0.912632,0.900000,0.912000,0.906294
Unlu_CS=T,downshift,0.950000,30,0.830000,17.846667,0.000000,0.663058,0.841185,0.120820,0.992632,0.560000,0.971000,0.745569
mixed_CS=T,downshift,0.950000,50,0.830000,6.620000,0.000000,0.642369,0.940716,0.042620,0.945263,0.980000,0.947000,0.962475
Unlu_CS=T,downshift,0.950000,50,0.830000,28.090000,0.000000,0.510303,0.764545,0.113016,1.000000,0.560000,0.978000,0.748331
mixed_CS=T,downshift,0.950000,80,0.830000,11.783333,0.000000,0.618981,0.902727,0.007568,0.990526,0.960000,0.989000,0.975144
Unlu_CS=T,downshift,0.950000,80,0.830000,47.296667,0.000000,0.487796,0.612369,0.113981,1.000000,0.460000,0.973000,0.678233
mixed_CS=T,downshift,0.950000,30,0.905000,5.160000,0.000000,0.800937,0.957961,0.057907,0.916842,0.920000,0.917000,0.918420
Unlu_CS=T,downshift,0.950000,30,0.905000,16.606667,0.000000,0.727741,0.862562,0.106918,0.995789,0.620000,0.977000,0.785741
mixed_CS=T,downshift,0.950000,50,0.905000,6.703333,0.000000,0.725096,0.945565,0.033764,0.951579,0.920000,0.950000,0.935656
Unlu_CS=T,downshift,0.950000,50,0.905000,27.126667,0.000000,0.684242,0.781157,0.135252,0.997895,0.600000,0.978000,0.773781
mixed_CS=T,downshift,0.950000,80,0.905000,8.123333,0.000000,0.620992,0.927548,0.011764,0.987368,0.940000,0.985000,0.963393
Unlu_CS=T,downshift,0.950000,80,0.905000,42.040000,0.000000,0.627438,0.659697,0.182206,1.000000,0.500000,0.975000,0.707107
mixed_CS=T,downshift,0.950000,30,0.980000,6.526667,0.000000,0.747769,0.942755,0.033462,0.975789,0.780000,0.966000,0.872419
Unlu_CS=T,downshift,0.950000,30,0.980000,15.123333,0.000000,0.736584,0.877796,0.134198,0.995789,0.520000,0.972000,0.719591
mixed_CS=T,downshift,0.950000,50,0.980000,6.723333,0.000000,0.847989,0.947493,0.021030,0.964211,0.980000,0.965000,0.972073
Unlu_CS=T,downshift,0.950000,50,0.980000,30.066667,0.000000,0.590165,0.752507,0.128810,0.998947,0.500000,0.974000,0.706735
mixed_CS=T,downshift,0.950000,80,0.980000,11.436667,0.000000,0.829504,0.908898,0.015095,0.986316,1.000000,0.987000,0.993134
Unlu_CS=T,downshift,0.950000,80,0.980000,47.606667,0.000000,0.551488,0.611653,0.195274,1.000000,0.500000,0.975000,0.707107
mixed_CS=T,downshift,0.950000,30,1.055000,4.980000,0.000000,0.662865,0.948843,0.021919,0.972632,0.900000,0.969000,0.935611
Unlu_CS=T,downshift,0.950000,30,1.055000,15.476667,0.000000,0.734683,0.875262,0.102784,0.995789,0.580000,0.975000,0.759972
mixed_CS=T,downshift,0.950000,50,1.055000,5.300000,0.000000,0.882314,0.962755,0.022423,0.940000,1.000000,0.943000,0.969536
Unlu_CS=T,downshift,0.950000,50,1.055000,31.060000,0.000000,0.714408,0.750110,0.192541,1.000000,0.460000,0.973000,0.678233
mixed_CS=T,downshift,0.950000,80,1.055000,11.686667,0.000000,0.724848,0.908540,0.002299,0.997895,1.000000,0.998000,0.998947
Unlu_CS=T,downshift,0.950000,80,1.055000,41.510000,0.000000,0.647576,0.664959,0.245333,1.000000,0.580000,0.979000,0.761577
mixed_CS=T,downshift,0.950000,30,1.130000,5.000000,0.000000,0.905262,0.965399,0.022607,0.958947,0.920000,0.957000,0.939272
Unlu_CS=T,downshift,0.950000,30,1.130000,16.850000,0.000000,0.776970,0.866777,0.122988,0.997895,0.540000,0.975000,0.734073
mixed_CS=T,downshift,0.950000,50,1.130000,6.713333,0.000000,0.860744,0.950000,0.006610,0.993684,0.960000,0.992000,0.976697
Unlu_CS=T,downshift,0.950000,50,1.130000,30.936667,0.000000,0.681846,0.751322,0.244158,1.000000,0.480000,0.974000,0.692820
mixed_CS=T,downshift,0.950000,80,1.130000,9.413333,0.000000,0.870083,0.928292,0.009261,0.991579,0.960000,0.990000,0.975662
Unlu_CS=T,downshift,0.950000,80,1.130000,46.700000,0.000000,0.613994,0.622121,0.241954,1.000000,0.540000,0.977000,0.734847
mixed_CS=T,downshift,0.950000,30,1.205000,4.266667,0.000000,0.809642,0.967934,0.024695,0.956842,0.940000,0.956000,0.948384
Unlu_CS=T,downshift,0.950000,30,1.205000,16.616667,0.000000,0.823444,0.868099,0.149860,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,downshift,0.950000,50,1.205000,6.513333,0.000000,0.866970,0.952479,0.011773,0.990526,0.920000,0.987000,0.954612
Unlu_CS=T,downshift,0.950000,50,1.205000,28.303333,0.000000,0.732149,0.773278,0.169930,1.000000,0.480000,0.974000,0.692820
mixed_CS=T,downshift,0.950000,80,1.205000,9.940000,0.000000,0.852507,0.924242,0.008016,0.996842,1.000000,0.997000,0.998420
Unlu_CS=T,downshift,0.950000,80,1.205000,53.853333,0.000000,0.534408,0.562231,0.388866,1.000000,0.460000,0.973000,0.678233
mixed_CS=T,downshift,0.950000,30,1.280000,4.093333,0.000000,0.900992,0.972369,0.020056,0.968421,0.980000,0.969000,0.974193
Unlu_CS=T,downshift,0.950000,30,1.280000,16.986667,0.000000,0.821074,0.866556,0.186156,1.000000,0.480000,0.974000,0.692820
mixed_CS=T,downshift,0.950000,50,1.280000,6.343333,0.000000,0.788402,0.951653,0.006641,0.992632,0.960000,0.991000,0.976179
Unlu_CS=T,downshift,0.950000,50,1.280000,35.163333,0.000000,0.679146,0.717052,0.244068,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,downshift,0.950000,80,1.280000,10.410000,0.000000,0.779725,0.919063,0.007953,1.000000,0.960000,0.998000,0.979796
Unlu_CS=T,downshift,0.950000,80,1.280000,44.706667,0.000000,0.579752,0.637548,0.246876,1.000000,0.500000,0.975000,0.707107
mixed_CS=T,downshift,0.950000,30,1.355000,4.123333,0.000000,0.857273,0.970854,0.014263,0.980000,0.940000,0.978000,0.959792
Unlu_CS=T,downshift,0.950000,30,1.355000,18.496667,0.000000,0.810193,0.853554,0.240990,1.000000,0.500000,0.975000,0.707107
mixed_CS=T,downshift,0.950000,50,1.355000,6.050000,0.000000,0.840992,0.955730,0.003044,0.996842,1.000000,0.997000,0.998420
Unlu_CS=T,downshift,0.950000,50,1.355000,28.680000,0.000000,0.763140,0.771129,0.302197,1.000000,0.560000,0.978000,0.748331
mixed_CS=T,downshift,0.950000,80,1.355000,6.663333,0.000000,0.498237,0.940358,0.005509,0.992632,1.000000,0.993000,0.996309
Unlu_CS=T,downshift,0.950000,80,1.355000,59.590000,0.000000,0.499366,0.515510,0.333329,1.000000,0.360000,0.968000,0.600000
mixed_CS=T,downshift,0.950000,30,1.430000,4.033333,0.000000,0.898926,0.972066,0.010997,0.982105,0.980000,0.982000,0.981052
Unlu_CS=T,downshift,0.950000,30,1.430000,17.623333,0.000000,0.813030,0.861791,0.192696,1.000000,0.540000,0.977000,0.734847
mixed_CS=T,downshift,0.950000,50,1.430000,8.576667,0.000000,0.897851,0.936309,0.000718,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downshift,0.950000,50,1.430000,23.140000,0.000000,0.814215,0.816997,0.205382,1.000000,0.640000,0.982000,0.800000
mixed_CS=T,downshift,0.950000,80,1.430000,7.683333,0.000000,0.925923,0.944518,0.005324,0.996842,1.000000,0.997000,0.998420
Unlu_CS=T,downshift,0.950000,80,1.430000,59.950000,0.000000,0.473278,0.511460,0.317196,1.000000,0.340000,0.967000,0.583095
mixed_CS=T,downshift,0.950000,30,1.505000,3.756667,0.000000,0.904904,0.975978,0.012793,0.982105,0.940000,0.980000,0.960822
Unlu_CS=T,downshift,0.950000,30,1.505000,16.663333,0.000000,0.846749,0.869917,0.157106,1.000000,0.560000,0.978000,0.748331
mixed_CS=T,downshift,0.950000,50,1.505000,6.830000,0.000000,0.899697,0.950716,0.001197,0.998947,1.000000,0.999000,0.999474
Unlu_CS=T,downshift,0.950000,50,1.505000,19.583333,0.000000,0.668237,0.842314,0.212328,1.000000,0.700000,0.985000,0.836660
mixed_CS=T,downshift,0.950000,80,1.505000,6.453333,0.000000,0.835647,0.952562,0.003538,0.998947,1.000000,0.999000,0.999474
Unlu_CS=T,downshift,0.950000,80,1.505000,56.086667,0.000000,0.533581,0.544490,0.445685,1.000000,0.420000,0.971000,0.648074
mixed_CS=T,downshift,0.950000,30,1.580000,4.993333,0.000000,0.929091,0.966419,0.006139,0.994737,0.960000,0.993000,0.977214
Unlu_CS=T,downshift,0.950000,30,1.580000,16.216667,0.000000,0.865372,0.874160,0.203678,1.000000,0.560000,0.978000,0.748331
mixed_CS=T,downshift,0.950000,50,1.580000,5.363333,0.000000,0.941708,0.963361,0.004204,0.994737,1.000000,0.995000,0.997365
Unlu_CS=T,downshift,0.950000,50,1.580000,24.776667,0.000000,0.797851,0.803361,0.281775,1.000000,0.580000,0.979000,0.761577
mixed_CS=T,downshift,0.950000,80,1.580000,9.560000,0.000000,0.920000,0.929036,0.000003,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downshift,0.950000,80,1.580000,46.953333,0.000000,0.620220,0.620220,0.305114,1.000000,0.500000,0.975000,0.707107
mixed_CS=T,downshift,0.950000,30,1.655000,3.936667,0.000000,0.946970,0.975344,0.007510,0.989474,1.000000,0.990000,0.994723
Unlu_CS=T,downshift,0.950000,30,1.655000,17.516667,0.000000,0.831598,0.863140,0.177900,1.000000,0.560000,0.978000,0.748331
mixed_CS=T,downshift,0.950000,50,1.655000,6.423333,0.000000,0.782810,0.952287,0.001150,0.998947,0.980000,0.998000,0.989428
Unlu_CS=T,downshift,0.950000,50,1.655000,20.750000,0.000000,0.659725,0.830248,0.219567,1.000000,0.620000,0.981000,0.787401
mixed_CS=T,downtrend,0.950000,30,0.005000,6.253333,0.000000,0.032672,0.444738,0.156199,0.652632,0.280000,0.634000,0.427477
Unlu_CS=T,downtrend,0.950000,30,0.005000,5.670000,0.000000,0.064931,0.766033,0.662518,0.566316,0.600000,0.568000,0.582915
mixed_CS=T,downtrend,0.950000,50,0.005000,3.316667,0.000000,0.042314,0.680303,0.182016,0.516842,0.600000,0.521000,0.556871
Unlu_CS=T,downtrend,0.950000,50,0.005000,21.120000,0.000000,0.265978,0.709504,0.539416,0.726316,0.440000,0.712000,0.565313
mixed_CS=T,downtrend,0.950000,80,0.005000,15.390000,0.000000,0.082645,0.705455,0.163264,0.682105,0.640000,0.680000,0.660717
Unlu_CS=T,downtrend,0.950000,80,0.005000,43.696667,0.000000,0.222066,0.549063,0.348249,0.871579,0.400000,0.848000,0.590450
mixed_CS=T,downtrend,0.950000,30,0.080000,9.570000,0.000000,0.419917,0.905207,0.060663,0.935789,0.620000,0.920000,0.761702
Unlu_CS=T,downtrend,0.950000,30,0.080000,19.323333,0.000000,0.811019,0.847769,0.197731,1.000000,0.480000,0.974000,0.692820
mixed_CS=T,downtrend,0.950000,50,0.080000,11.510000,0.000000,0.705427,0.904242,0.048998,0.963158,0.840000,0.957000,0.899473
Unlu_CS=T,downtrend,0.950000,50,0.080000,34.743333,0.000000,0.711405,0.721019,0.515803,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,downtrend,0.950000,80,0.080000,11.953333,0.000000,0.638485,0.899642,0.015775,0.972632,0.980000,0.973000,0.976309
Unlu_CS=T,downtrend,0.950000,80,0.080000,52.146667,0.000000,0.573333,0.577245,0.448730,1.000000,0.420000,0.971000,0.648074
mixed_CS=T,downtrend,0.950000,30,0.155000,6.430000,0.000000,0.453967,0.939256,0.045171,0.942105,0.860000,0.938000,0.900117
Unlu_CS=T,downtrend,0.950000,30,0.155000,16.323333,0.000000,0.861625,0.873251,0.337014,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,downtrend,0.950000,50,0.155000,9.046667,0.000000,0.763747,0.929146,0.011653,0.988421,0.920000,0.985000,0.953597
Unlu_CS=T,downtrend,0.950000,50,0.155000,35.286667,0.000000,0.714050,0.716529,0.506912,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,downtrend,0.950000,80,0.155000,12.813333,0.000000,0.805702,0.900992,0.000464,1.000000,0.980000,0.999000,0.989950
Unlu_CS=T,downtrend,0.950000,80,0.155000,53.363333,0.000000,0.527190,0.566364,0.405909,1.000000,0.440000,0.972000,0.663325
mixed_CS=T,downtrend,0.950000,30,0.230000,5.220000,0.000000,0.643444,0.958127,0.053576,0.937895,0.860000,0.934000,0.898103
Unlu_CS=T,downtrend,0.950000,30,0.230000,18.363333,0.000000,0.856501,0.856501,0.380038,1.000000,0.460000,0.973000,0.678233
mixed_CS=T,downtrend,0.950000,50,0.230000,7.313333,0.000000,0.864463,0.946033,0.012266,0.980000,1.000000,0.981000,0.989950
Unlu_CS=T,downtrend,0.950000,50,0.230000,33.986667,0.000000,0.712369,0.727135,0.405407,1.000000,0.420000,0.971000,0.648074
mixed_CS=T,downtrend,0.950000,80,0.230000,12.030000,0.000000,0.908843,0.908843,0.000003,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,80,0.230000,42.166667,0.000000,0.659780,0.659780,0.319417,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,downtrend,0.950000,30,0.305000,6.093333,0.000000,0.816226,0.954793,0.029007,0.978947,0.940000,0.977000,0.959276
Unlu_CS=T,downtrend,0.950000,30,0.305000,15.296667,0.000000,0.881846,0.881846,0.296647,1.000000,0.620000,0.981000,0.787401
mixed_CS=T,downtrend,0.950000,50,0.305000,7.400000,0.000000,0.873912,0.946171,0.004967,0.998947,1.000000,0.999000,0.999474
Unlu_CS=T,downtrend,0.950000,50,0.305000,22.280000,0.000000,0.824132,0.824132,0.233511,1.000000,0.620000,0.981000,0.787401
mixed_CS=T,downtrend,0.950000,80,0.305000,12.960000,0.000000,0.901157,0.901157,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,80,0.305000,34.513333,0.000000,0.723030,0.723030,0.197215,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,downtrend,0.950000,30,0.380000,4.463333,0.000000,0.847989,0.969091,0.034779,0.935789,0.900000,0.934000,0.917720
Unlu_CS=T,downtrend,0.950000,30,0.380000,18.003333,0.000000,0.856584,0.859449,0.354906,1.000000,0.520000,0.976000,0.721110
mixed_CS=T,downtrend,0.950000,50,0.380000,8.453333,0.000000,0.928926,0.938320,0.000001,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,50,0.380000,27.160000,0.000000,0.783802,0.783802,0.325364,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,downtrend,0.950000,80,0.380000,10.600000,0.000000,0.911322,0.920551,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,80,0.380000,34.976667,0.000000,0.719201,0.719201,0.207402,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,downtrend,0.950000,30,0.455000,5.110000,0.000000,0.904298,0.964959,0.011799,0.983158,0.980000,0.983000,0.981578
Unlu_CS=T,downtrend,0.950000,30,0.455000,16.546667,0.000000,0.871515,0.871515,0.343581,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,downtrend,0.950000,50,0.455000,7.823333,0.000000,0.930909,0.943471,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,50,0.455000,19.263333,0.000000,0.849063,0.849063,0.180417,1.000000,0.740000,0.987000,0.860233
mixed_CS=T,downtrend,0.950000,80,0.455000,9.826667,0.000000,0.927052,0.927052,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,downtrend,0.950000,80,0.455000,61.696667,0.000000,0.453829,0.496887,0.390579,1.000000,0.360000,0.968000,0.600000
