Pattern-Name,time_window,abnormality_value,method,cost_sensitivity,valid_specificity,valid_sensitivity,valid_accuracy,valid_gmean,itest_specificity,itest_sensitivity,itest_accuracy,itest_gmean,btest_specificity,btest_sensitivity,btest_accuracy,btest_gmean
cyclic,100,0.755,MRDS,True,0.9568421244621276,0.8999999761581421,0.9539999961853028,0.927985906600952,0.948421061038971,0.8999999761581421,0.9459999799728394,0.9238933324813844,0.9580000042915344,0.8360000252723694,0.8970000147819519,0.8949234485626221
cyclic,100,0.755,conventional,True,0.9736841917037964,0.9200000166893004,0.9710000157356262,0.94646155834198,0.961052656173706,0.5799999833106995,0.9419999718666076,0.7465993165969849,0.9639999866485596,0.5239999890327454,0.7440000176429749,0.71072918176651
cyclic,50,0.38,MRDS,True,0.6852631568908691,0.5,0.6759999990463257,0.5853474140167236,0.6673684120178223,0.5600000023841858,0.6620000004768372,0.611331582069397,0.6679999828338623,0.4979999959468841,0.5830000042915344,0.5767703056335449
cyclic,50,0.38,conventional,True,0.7052631378173828,0.7200000286102295,0.7059999704360962,0.7125934958457947,0.6526315808296204,0.3600000143051147,0.6380000114440918,0.4847137033939361,0.6439999938011169,0.4300000071525574,0.5370000004768372,0.5262318849563599
cyclic,50,0.53,MRDS,True,0.7726315855979919,0.699999988079071,0.7689999938011169,0.7354196906089783,0.7778947353363037,0.6399999856948853,0.7710000276565552,0.7055867314338684,0.7860000133514404,0.5899999737739563,0.6880000233650208,0.6809845566749573
cyclic,50,0.53,conventional,True,0.8157894611358643,0.699999988079071,0.8100000023841858,0.7556802034378052,0.8178947567939758,0.2800000011920929,0.7910000085830688,0.4785504639148712,0.8180000185966492,0.3740000128746032,0.5960000157356262,0.55311119556427
cyclic,50,0.755,MRDS,True,0.9094736576080322,0.7200000286102295,0.8999999761581421,0.8092101216316223,0.9168421030044556,0.6800000071525574,0.9049999713897704,0.7895901799201965,0.9100000262260436,0.6880000233650208,0.7990000247955322,0.7912521958351135
cyclic,50,0.755,conventional,True,0.8968421220779419,0.9200000166893004,0.8980000019073486,0.9083472490310668,0.9147368669509888,0.4399999976158142,0.890999972820282,0.634416401386261,0.8999999761581421,0.4639999866485595,0.6819999814033508,0.6462197303771973
cyclic,50,0.83,MRDS,True,0.9126315712928772,0.7200000286102295,0.902999997138977,0.8106138110160828,0.9115789532661438,0.7799999713897705,0.9049999713897704,0.8432268500328064,0.9179999828338624,0.7360000014305115,0.8270000219345093,0.8219780921936035
cyclic,50,0.83,conventional,True,0.9221052527427672,0.9200000166893004,0.921999990940094,0.9210520386695862,0.930526316165924,0.5,0.9089999794960022,0.6821020245552063,0.9200000166893004,0.5120000243186951,0.7160000205039978,0.6863235831260681
cyclic,50,0.905,MRDS,True,0.9010526537895204,0.8199999928474426,0.8970000147819519,0.8595715165138245,0.9242105484008788,0.800000011920929,0.9179999828338624,0.8598653674125671,0.8960000276565552,0.7839999794960022,0.8399999737739563,0.8381312489509583
cyclic,50,0.905,conventional,True,0.942105233669281,0.9399999976158142,0.9419999718666076,0.9410520195961,0.9463157653808594,0.6800000071525574,0.9330000281333924,0.8021812438964844,0.9319999814033508,0.621999979019165,0.7770000100135803,0.7613829374313354
cyclic,50,1.355,MRDS,True,0.9589473605155944,0.9200000166893004,0.9570000171661376,0.939271867275238,0.9431579113006592,0.959999978542328,0.944000005722046,0.9515416622161864,0.9480000138282776,0.9340000152587892,0.9409999847412108,0.940973937511444
cyclic,50,1.355,conventional,True,0.9842105507850648,0.9800000190734864,0.984000027179718,0.9821029901504515,0.9915789365768432,0.5,0.9670000076293944,0.7041231989860535,0.9959999918937684,0.4860000014305115,0.7409999966621399,0.6957413554191589
cyclic,50,1.58,MRDS,True,0.9894737005233764,0.959999978542328,0.9879999756813048,0.9746254086494446,0.985263168811798,0.9200000166893004,0.9819999933242798,0.9520725011825562,0.9819999933242798,0.9459999799728394,0.9639999866485596,0.963831901550293
cyclic,50,1.58,conventional,True,0.9873684048652648,0.9800000190734864,0.9869999885559082,0.9836772680282592,0.9568421244621276,0.6399999856948853,0.9409999847412108,0.7825464606285095,0.9639999866485596,0.6460000276565552,0.8050000071525574,0.7891412973403931
cyclic,50,1.805,MRDS,True,0.9894737005233764,1.0,0.9900000095367432,0.9947229027748108,0.9936842322349548,0.9399999976158142,0.99099999666214,0.966469407081604,0.9959999918937684,0.949999988079071,0.9729999899864196,0.9727280735969543
cyclic,50,1.805,conventional,True,0.9936842322349548,1.0,0.9940000176429749,0.996837079524994,0.9715789556503296,0.7599999904632568,0.9610000252723694,0.8593020439147949,0.9819999933242798,0.7160000205039978,0.8489999771118164,0.8385177254676819
cyclic,100,0.23,MRDS,True,0.3852631449699402,0.7200000286102295,0.4020000100135803,0.5266777276992798,0.3799999952316284,0.5799999833106995,0.3899999856948852,0.4694677591323852,0.3840000033378601,0.5839999914169312,0.4839999973773956,0.4735567569732666
cyclic,100,0.23,conventional,True,0.6378947496414185,0.699999988079071,0.640999972820282,0.6682262420654297,0.6663157939910889,0.3000000119209289,0.6480000019073486,0.4470959007740021,0.6899999976158142,0.4000000059604645,0.5450000166893005,0.5253570079803467
cyclic,100,0.38,MRDS,True,0.6663157939910889,0.5400000214576721,0.6600000262260437,0.5998420715332031,0.6684210300445557,0.4399999976158142,0.6570000052452087,0.5423147082328796,0.6439999938011169,0.3939999938011169,0.5189999938011169,0.5037221312522888
cyclic,100,0.38,conventional,True,0.7336841821670532,0.8199999928474426,0.7379999756813049,0.7756423354148865,0.7536842226982117,0.4799999892711639,0.7400000095367432,0.6014718413352966,0.8059999942779541,0.4580000042915344,0.6320000290870667,0.6075754761695862
cyclic,100,0.53,MRDS,True,0.8705263137817383,0.7200000286102295,0.8629999756813049,0.7916936874389648,0.8978947401046753,0.7400000095367432,0.8899999856948853,0.8151331543922424,0.9020000100135804,0.734000027179718,0.8180000185966492,0.813675582408905
cyclic,100,0.53,conventional,True,0.8600000143051147,0.959999978542328,0.8650000095367432,0.908625304698944,0.8410526514053345,0.7200000286102295,0.8349999785423279,0.7781760096549988,0.8679999709129333,0.671999990940094,0.7699999809265137,0.7637381553649902
cyclic,100,0.83,MRDS,True,0.9526315927505492,0.9399999976158142,0.9520000219345092,0.9462947249412536,0.9505262970924376,0.8999999761581421,0.9480000138282776,0.9249181747436525,0.9539999961853028,0.8939999938011169,0.9240000247955322,0.923512876033783
cyclic,100,0.83,conventional,True,0.975789487361908,1.0,0.9769999980926514,0.987820565700531,0.9578947424888612,0.6800000071525574,0.944000005722046,0.8070739507675171,0.962000012397766,0.6679999828338623,0.8149999976158142,0.8016332983970642
cyclic,100,0.905,MRDS,True,0.961052656173706,0.959999978542328,0.9610000252723694,0.960526168346405,0.9705263376235962,0.9200000166893004,0.9679999947547911,0.9449254870414734,0.9480000138282776,0.906000018119812,0.9269999861717224,0.9267621040344238
cyclic,100,0.905,conventional,True,0.9778947234153748,0.9800000190734864,0.977999985218048,0.9789468050003052,0.9747368693351746,0.8600000143051147,0.968999981880188,0.9155728816986084,0.977999985218048,0.8159999847412109,0.8970000147819519,0.8933352828025818
cyclic,100,1.355,MRDS,True,0.9936842322349548,1.0,0.9940000176429749,0.996837079524994,0.9936842322349548,0.9800000190734864,0.9929999709129332,0.9868183732032776,0.9959999918937684,0.9800000190734864,0.9879999756813048,0.987967610359192
cyclic,100,1.355,conventional,True,0.9978947639465332,1.0,0.9980000257492064,0.9989468455314636,0.9978947639465332,0.959999978542328,0.9959999918937684,0.978763997554779,0.9980000257492064,0.8939999938011169,0.9459999799728394,0.944569766521454
cyclic,100,1.58,MRDS,True,0.9978947639465332,0.9800000190734864,0.996999979019165,0.9889068603515624,0.9957894682884216,1.0,0.9959999918937684,0.9978924989700316,1.0,0.9860000014305116,0.9929999709129332,0.9929752945899964
cyclic,100,1.58,conventional,True,1.0,1.0,1.0,1.0,1.0,0.959999978542328,0.9980000257492064,0.9797958731651306,1.0,0.9480000138282776,0.9739999771118164,0.9736528992652892
cyclic,100,1.805,MRDS,True,1.0,1.0,1.0,1.0,0.9978947639465332,1.0,0.9980000257492064,0.9989468455314636,1.0,0.9940000176429749,0.996999979019165,0.9969955086708068
cyclic,100,1.805,conventional,True,1.0,1.0,1.0,1.0,1.0,0.8399999737739563,0.9919999837875366,0.9165151119232178,1.0,0.8820000290870667,0.9409999847412108,0.9391485452651978
cyclic,50,0.23,MRDS,True,0.5863158106803894,0.5600000023841858,0.5849999785423279,0.5730068683624268,0.5926315784454346,0.3799999952316284,0.5820000171661377,0.4745524227619171,0.5640000104904175,0.4860000014305115,0.5249999761581421,0.5235494375228882
cyclic,50,0.23,conventional,True,0.6431578993797302,0.5400000214576721,0.6380000114440918,0.5893260836601257,0.651578962802887,0.2800000011920929,0.6330000162124634,0.4271324276924133,0.6679999828338623,0.3319999873638153,0.5,0.4709309637546539
cyclic,100,0.755,MRDS,False,0.9978947639465332,0.7599999904632568,0.9860000014305116,0.8708616495132446,0.9926315546035768,0.7200000286102295,0.9789999723434448,0.8453962206840515,1.0,0.6660000085830688,0.8330000042915344,0.8160881996154785
cyclic,100,0.755,conventional,False,0.9989473819732666,0.8399999737739563,0.99099999666214,0.916032612323761,1.0,0.4000000059604645,0.9700000286102296,0.6324555277824402,1.0,0.328000009059906,0.6639999747276306,0.5727128386497498
cyclic,50,0.38,MRDS,False,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.5,0.0
cyclic,50,0.38,conventional,False,0.9884210228919984,0.1400000005960464,0.9459999799728394,0.371993213891983,0.99052631855011,0.0199999995529651,0.9419999718666076,0.1407498717308044,0.9980000257492064,0.050000000745058,0.5239999890327454,0.2233830839395523
cyclic,50,0.53,MRDS,False,0.9978947639465332,0.0399999991059303,0.949999988079071,0.199789360165596,1.0,0.0199999995529651,0.9509999752044678,0.1414213478565216,1.0,0.0179999992251396,0.5090000033378601,0.1341640800237655
cyclic,50,0.53,conventional,False,0.9936842322349548,0.2800000011920929,0.9580000042915344,0.5274766087532043,0.99052631855011,0.1800000071525573,0.949999988079071,0.4222496151924133,0.9919999837875366,0.1480000019073486,0.5699999928474426,0.3831657469272613
cyclic,50,0.755,MRDS,False,0.9989473819732666,0.2800000011920929,0.9629999995231628,0.5288716554641724,0.9978947639465332,0.1800000071525573,0.9570000171661376,0.4238172471523285,0.9980000257492064,0.2259999960660934,0.6119999885559082,0.474918931722641
cyclic,50,0.755,conventional,False,0.9926315546035768,0.6200000047683716,0.9739999771118164,0.7844944596290588,0.9978947639465332,0.3199999928474426,0.9639999866485596,0.5650896430015564,0.9959999918937684,0.3100000023841858,0.652999997138977,0.5556617379188538
cyclic,50,0.83,MRDS,False,0.9673684239387512,0.5199999809265137,0.9449999928474426,0.7092471718788147,0.969473659992218,0.5600000023841858,0.9490000009536744,0.7368210554122925,0.9679999947547911,0.5879999995231628,0.777999997138977,0.7544428706169128
cyclic,50,0.83,conventional,False,0.9894737005233764,0.6800000071525574,0.9739999771118164,0.8202695250511169,0.996842086315155,0.2599999904632568,0.959999978542328,0.5090962052345276,0.9940000176429749,0.3079999983310699,0.6510000228881836,0.5533100366592407
cyclic,50,0.905,MRDS,False,0.996842086315155,0.4000000059604645,0.9670000076293944,0.6314561367034912,0.996842086315155,0.4799999892711639,0.9710000157356262,0.691725492477417,0.9959999918937684,0.4120000004768371,0.7039999961853027,0.6405872106552124
cyclic,50,0.905,conventional,False,0.9947368502616882,0.7599999904632568,0.9829999804496764,0.8694825768470764,0.996842086315155,0.3000000119209289,0.962000012397766,0.5468570590019226,0.9980000257492064,0.3100000023841858,0.6539999842643738,0.5562193989753723
cyclic,50,1.355,MRDS,False,1.0,0.7799999713897705,0.9890000224113464,0.8831760883331299,0.9989473819732666,0.7200000286102295,0.9850000143051147,0.8480814099311829,0.9980000257492064,0.7400000095367432,0.8690000176429749,0.8593718409538269
cyclic,50,1.355,conventional,False,0.9989473819732666,0.8799999952316284,0.9929999709129332,0.9375892877578736,0.975789487361908,0.2800000011920929,0.9409999847412108,0.5227054953575134,0.9639999866485596,0.2800000011920929,0.621999979019165,0.5195382237434387
cyclic,50,1.58,MRDS,False,1.0,0.8199999928474426,0.99099999666214,0.9055384993553162,0.9978947639465332,0.800000011920929,0.9879999756813048,0.8934851884841919,0.9959999918937684,0.8479999899864197,0.921999990940094,0.9190255403518676
cyclic,50,1.58,conventional,False,0.9978947639465332,0.8999999761581421,0.9929999709129332,0.9476841688156128,1.0,0.5,0.975000023841858,0.7071067690849304,1.0,0.44200000166893,0.7210000157356262,0.6648308038711548
cyclic,50,1.805,MRDS,False,1.0,0.8399999737739563,0.9919999837875366,0.9165151119232178,1.0,0.800000011920929,0.9900000095367432,0.8944271802902222,1.0,0.8159999847412109,0.9079999923706056,0.9033271670341492
cyclic,50,1.805,conventional,False,0.9978947639465332,0.9800000190734864,0.996999979019165,0.9889068603515624,0.9768421053886414,0.4399999976158142,0.949999988079071,0.6555993556976318,0.9739999771118164,0.5479999780654907,0.7609999775886536,0.7305833101272583
cyclic,100,0.23,MRDS,False,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.5,0.0
cyclic,100,0.23,conventional,False,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.5,0.0
cyclic,100,0.38,MRDS,False,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.5,0.0
cyclic,100,0.38,conventional,False,0.9947368502616882,0.2599999904632568,0.9580000042915344,0.5085582733154297,0.9915789365768432,0.0,0.9419999718666076,0.0,0.9900000095367432,0.0260000005364418,0.5080000162124634,0.1604368984699249
cyclic,100,0.53,MRDS,False,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.5,0.0
cyclic,100,0.53,conventional,False,0.9915789365768432,0.6200000047683716,0.9729999899864196,0.7840784192085266,0.99052631855011,0.1800000071525573,0.949999988079071,0.4222496151924133,1.0,0.1959999948740005,0.5979999899864197,0.4427188634872436
cyclic,100,0.83,MRDS,False,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.5,0.0
