,time_window,abnormality_value,method,cost_sensitivity,valid_specificity,valid_sensitivity,valid_accuracy,valid_gmean,itest_specificity,itest_sensitivity,itest_accuracy,itest_gmean,btest_specificity,btest_sensitivity,btest_accuracy,btest_gmean
0,50,0.455,MRDS,False,0.9905263185501099,0.47999998927116394,0.9649999737739563,0.6895307302474976,0.9894737005233765,0.3400000035762787,0.9570000171661377,0.580018162727356,0.984000027179718,0.4560000002384186,0.7200000286102295,0.669853687286377
1,50,0.455,conventional,False,0.9936842322349548,0.5400000214576721,0.9710000157356262,0.73252272605896,0.9957894682884216,0.18000000715255737,0.9549999833106995,0.4233699440956116,0.9940000176429749,0.24199999868869781,0.6179999709129333,0.4904569089412689
2,50,0.53,MRDS,False,0.9905263185501099,0.6200000047683716,0.972000002861023,0.7836621403694153,0.9884210228919983,0.6600000262260437,0.972000002861023,0.8076867461204529,0.9900000095367432,0.5720000267028809,0.781000018119812,0.7525157928466797
3,50,0.53,conventional,False,0.9905263185501099,0.6600000262260437,0.9739999771118164,0.8085464835166931,0.9978947639465332,0.36000001430511475,0.9660000205039978,0.5993680953979492,0.9919999837875366,0.3580000102519989,0.675000011920929,0.5959329009056091
4,50,0.605,MRDS,False,0.9863157868385315,0.699999988079071,0.972000002861023,0.8309157490730286,0.9884210228919983,0.7599999904632568,0.9769999980926514,0.8667179346084595,0.9900000095367432,0.6639999747276306,0.8270000219345093,0.8107773661613464
5,50,0.605,conventional,False,0.9905263185501099,0.7599999904632568,0.9789999723434448,0.8676404356956482,0.996842086315155,0.3799999952316284,0.9660000205039978,0.6154672503471375,1.0,0.42399999499320984,0.7120000123977661,0.6511527895927429
6,50,0.905,MRDS,False,0.9978947639465332,0.8399999737739563,0.9900000095367432,0.9155498743057251,0.9978947639465332,0.8999999761581421,0.9929999709129333,0.9476841688156128,1.0,0.8240000009536743,0.9120000004768372,0.9077444672584534
7,50,0.905,conventional,False,0.996842086315155,0.9800000190734863,0.9959999918937683,0.9883852005004883,1.0,0.47999998927116394,0.9739999771118164,0.6928203105926514,0.9980000257492065,0.4740000069141388,0.7360000014305115,0.6877877712249756
8,50,0.98,MRDS,False,0.9978947639465332,0.8999999761581421,0.9929999709129333,0.9476841688156128,0.9989473819732666,0.8399999737739563,0.9909999966621399,0.916032612323761,0.9959999918937683,0.8240000009536743,0.9100000262260437,0.9059271216392517
9,50,0.98,conventional,False,0.9978947639465332,0.9399999976158142,0.9950000047683716,0.9685148596763611,1.0,0.4000000059604645,0.9700000286102295,0.6324555277824402,1.0,0.3840000033378601,0.6919999718666077,0.6196773052215576
10,50,1.13,MRDS,False,1.0,0.8799999952316284,0.9940000176429749,0.9380831122398376,0.9989473819732666,0.9200000166893005,0.9950000047683716,0.9586613774299622,0.9980000257492065,0.906000018119812,0.9520000219345093,0.9508880376815796
11,50,1.13,conventional,False,0.9989473819732666,0.9599999785423279,0.996999979019165,0.9792800545692444,1.0,0.5199999809265137,0.9760000109672546,0.7211102247238159,1.0,0.5320000052452087,0.765999972820282,0.7293832898139954
12,100,0.08,MRDS,False,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.5,0.0
13,100,0.08,conventional,False,0.9599999785423279,0.10000000149011612,0.9169999957084656,0.3098386526107788,0.9515789747238159,0.03999999910593033,0.906000018119812,0.19509781897068024,0.949999988079071,0.0560000017285347,0.503000020980835,0.23065125942230225
14,100,0.155,MRDS,False,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.5,0.0
15,100,0.155,conventional,False,0.9873684048652649,0.2199999988079071,0.9490000009536743,0.4660697877407074,0.9852631688117981,0.07999999821186066,0.9399999976158142,0.2807508707046509,0.9779999852180481,0.09600000083446503,0.5370000004768372,0.306411474943161
16,100,0.305,MRDS,False,0.9915789365768433,0.47999998927116394,0.9660000205039978,0.6898970007896423,0.9894737005233765,0.2800000011920929,0.9539999961853027,0.526357889175415,0.9860000014305115,0.37400001287460327,0.6800000071525574,0.6072593927383423
17,100,0.305,conventional,False,0.9894737005233765,0.6200000047683716,0.9710000157356262,0.7832456231117249,0.9947368502616882,0.1599999964237213,0.953000009059906,0.39894595742225647,0.9879999756813049,0.257999986410141,0.6230000257492065,0.5048801302909851
18,100,0.455,MRDS,False,0.9905263185501099,0.7200000286102295,0.9769999980926514,0.8444992303848267,0.9926315546035767,0.6399999856948853,0.9750000238418579,0.7970471382141113,0.9959999918937683,0.6679999828338623,0.8320000171661377,0.8156763911247253
19,100,0.455,conventional,False,0.9936842322349548,0.8199999928474426,0.9850000143051147,0.9026743769645691,0.9989473819732666,0.2800000011920929,0.9629999995231628,0.5288716554641724,0.9980000257492065,0.3179999887943268,0.6579999923706055,0.5633506774902344
20,100,0.53,MRDS,False,0.9936842322349548,0.7799999713897705,0.9829999804496765,0.8803826570510864,0.9947368502616882,0.7400000095367432,0.9819999933242798,0.8579657673835754,0.9860000014305115,0.8019999861717224,0.8939999938011169,0.889253556728363
21,100,0.53,conventional,False,0.9957894682884216,0.8600000143051147,0.9890000224113464,0.9254074692726135,1.0,0.3799999952316284,0.968999981880188,0.6164413690567017,0.9980000257492065,0.37400001287460327,0.6859999895095825,0.6109435558319092
22,100,0.605,MRDS,False,0.9936842322349548,0.8600000143051147,0.9869999885559082,0.9244287014007568,0.9915789365768433,0.7799999713897705,0.9810000061988831,0.8794495463371277,0.9919999837875366,0.8240000009536743,0.9079999923706055,0.9041061401367188
23,100,0.605,conventional,False,0.9978947639465332,0.9200000166893005,0.9940000176429749,0.958156168460846,1.0,0.41999998688697815,0.9710000157356262,0.6480740308761597,1.0,0.4099999964237213,0.7049999833106995,0.6403124332427979
24,100,0.905,MRDS,False,0.9978947639465332,0.9800000190734863,0.996999979019165,0.9889068603515625,0.9936842322349548,1.0,0.9940000176429749,0.9968370795249939,0.9980000257492065,0.9679999947547913,0.9829999804496765,0.9828855395317078
25,100,0.905,conventional,False,0.9989473819732666,0.9800000190734863,0.9980000257492065,0.9894283413887024,1.0,0.4000000059604645,0.9700000286102295,0.6324555277824402,1.0,0.414000004529953,0.7070000171661377,0.6434283256530762
26,100,0.98,MRDS,False,1.0,1.0,1.0,1.0,0.9989473819732666,1.0,0.9990000128746033,0.9994735717773438,1.0,0.9440000057220459,0.972000002861023,0.9715965986251831
27,100,0.98,conventional,False,0.9989473819732666,1.0,0.9990000128746033,0.9994735717773438,1.0,0.4000000059604645,0.9700000286102295,0.6324555277824402,1.0,0.41200000047683716,0.7059999704360962,0.641872227191925
28,100,1.13,MRDS,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9959999918937683,0.9980000257492065,0.9979979991912842
29,100,1.13,conventional,False,1.0,1.0,1.0,1.0,1.0,0.46000000834465027,0.9729999899864197,0.6782330274581909,1.0,0.4359999895095825,0.7179999947547913,0.6603029370307922
30,50,0.08,MRDS,False,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.5,0.0
31,50,0.08,conventional,False,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.5,0.0
32,50,0.155,MRDS,False,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.949999988079071,0.0,1.0,0.0,0.5,0.0
33,50,0.155,conventional,False,1.0,0.019999999552965164,0.9509999752044678,0.1414213478565216,0.9936842322349548,0.0,0.9440000057220459,0.0,0.9980000257492065,0.006000000052154064,0.5019999742507935,0.0773821696639061
34,50,0.305,MRDS,False,0.9989473819732666,0.14000000059604645,0.9559999704360962,0.3739687502384186,1.0,0.05999999865889549,0.953000009059906,0.24494896829128265,1.0,0.1120000034570694,0.5559999942779541,0.3346640169620514
35,50,0.305,conventional,False,0.9957894682884216,0.2800000011920929,0.9599999785423279,0.5280351042747498,0.9989473819732666,0.11999999731779099,0.9549999833106995,0.3462277948856354,0.9980000257492065,0.12200000137090683,0.5600000023841858,0.3489355146884918
