,time_window,abnormality_value,method,cost_sensitivity,valid_specificity,valid_sensitivity,valid_accuracy,valid_gmean,itest_specificity,itest_sensitivity,itest_accuracy,itest_gmean,btest_specificity,btest_sensitivity,btest_accuracy,btest_gmean
0,100,0.755,MRDS,True,0.9568421244621277,0.8999999761581421,0.9539999961853027,0.9279859066009521,0.948421061038971,0.8999999761581421,0.9459999799728394,0.9238933324813843,0.9580000042915344,0.8360000252723694,0.8970000147819519,0.8949234485626221
1,100,0.755,conventional,True,0.9736841917037964,0.9200000166893005,0.9710000157356262,0.94646155834198,0.961052656173706,0.5799999833106995,0.9419999718666077,0.7465993165969849,0.9639999866485596,0.5239999890327454,0.7440000176429749,0.71072918176651
2,50,0.38,MRDS,True,0.6852631568908691,0.5,0.6759999990463257,0.5853474140167236,0.6673684120178223,0.5600000023841858,0.6620000004768372,0.611331582069397,0.6679999828338623,0.49799999594688416,0.5830000042915344,0.5767703056335449
3,50,0.38,conventional,True,0.7052631378173828,0.7200000286102295,0.7059999704360962,0.7125934958457947,0.6526315808296204,0.36000001430511475,0.6380000114440918,0.48471370339393616,0.6439999938011169,0.4300000071525574,0.5370000004768372,0.5262318849563599
4,50,0.53,MRDS,True,0.7726315855979919,0.699999988079071,0.7689999938011169,0.7354196906089783,0.7778947353363037,0.6399999856948853,0.7710000276565552,0.7055867314338684,0.7860000133514404,0.5899999737739563,0.6880000233650208,0.6809845566749573
5,50,0.53,conventional,True,0.8157894611358643,0.699999988079071,0.8100000023841858,0.7556802034378052,0.8178947567939758,0.2800000011920929,0.7910000085830688,0.4785504639148712,0.8180000185966492,0.37400001287460327,0.5960000157356262,0.55311119556427
6,50,0.755,MRDS,True,0.9094736576080322,0.7200000286102295,0.8999999761581421,0.8092101216316223,0.9168421030044556,0.6800000071525574,0.9049999713897705,0.7895901799201965,0.9100000262260437,0.6880000233650208,0.7990000247955322,0.7912521958351135
7,50,0.755,conventional,True,0.8968421220779419,0.9200000166893005,0.8980000019073486,0.9083472490310669,0.9147368669509888,0.4399999976158142,0.890999972820282,0.634416401386261,0.8999999761581421,0.46399998664855957,0.6819999814033508,0.6462197303771973
8,50,0.83,MRDS,True,0.9126315712928772,0.7200000286102295,0.902999997138977,0.8106138110160828,0.9115789532661438,0.7799999713897705,0.9049999713897705,0.8432268500328064,0.9179999828338623,0.7360000014305115,0.8270000219345093,0.8219780921936035
9,50,0.83,conventional,True,0.9221052527427673,0.9200000166893005,0.921999990940094,0.9210520386695862,0.9305263161659241,0.5,0.9089999794960022,0.6821020245552063,0.9200000166893005,0.5120000243186951,0.7160000205039978,0.6863235831260681
10,50,0.905,MRDS,True,0.9010526537895203,0.8199999928474426,0.8970000147819519,0.8595715165138245,0.9242105484008789,0.800000011920929,0.9179999828338623,0.8598653674125671,0.8960000276565552,0.7839999794960022,0.8399999737739563,0.8381312489509583
11,50,0.905,conventional,True,0.942105233669281,0.9399999976158142,0.9419999718666077,0.9410520195960999,0.9463157653808594,0.6800000071525574,0.9330000281333923,0.8021812438964844,0.9319999814033508,0.621999979019165,0.7770000100135803,0.7613829374313354
12,50,1.355,MRDS,True,0.9589473605155945,0.9200000166893005,0.9570000171661377,0.939271867275238,0.9431579113006592,0.9599999785423279,0.9440000057220459,0.9515416622161865,0.9480000138282776,0.9340000152587891,0.9409999847412109,0.9409739375114441
13,50,1.355,conventional,True,0.9842105507850647,0.9800000190734863,0.984000027179718,0.9821029901504517,0.9915789365768433,0.5,0.9670000076293945,0.7041231989860535,0.9959999918937683,0.4860000014305115,0.7409999966621399,0.6957413554191589
14,50,1.58,MRDS,True,0.9894737005233765,0.9599999785423279,0.9879999756813049,0.9746254086494446,0.9852631688117981,0.9200000166893005,0.9819999933242798,0.9520725011825562,0.9819999933242798,0.9459999799728394,0.9639999866485596,0.963831901550293
15,50,1.58,conventional,True,0.9873684048652649,0.9800000190734863,0.9869999885559082,0.9836772680282593,0.9568421244621277,0.6399999856948853,0.9409999847412109,0.7825464606285095,0.9639999866485596,0.6460000276565552,0.8050000071525574,0.7891412973403931
16,50,1.805,MRDS,True,0.9894737005233765,1.0,0.9900000095367432,0.9947229027748108,0.9936842322349548,0.9399999976158142,0.9909999966621399,0.966469407081604,0.9959999918937683,0.949999988079071,0.9729999899864197,0.9727280735969543
17,50,1.805,conventional,True,0.9936842322349548,1.0,0.9940000176429749,0.9968370795249939,0.9715789556503296,0.7599999904632568,0.9610000252723694,0.8593020439147949,0.9819999933242798,0.7160000205039978,0.8489999771118164,0.8385177254676819
18,100,0.23,MRDS,True,0.3852631449699402,0.7200000286102295,0.4020000100135803,0.5266777276992798,0.3799999952316284,0.5799999833106995,0.38999998569488525,0.46946775913238525,0.3840000033378601,0.5839999914169312,0.48399999737739563,0.4735567569732666
19,100,0.23,conventional,True,0.6378947496414185,0.699999988079071,0.640999972820282,0.6682262420654297,0.6663157939910889,0.30000001192092896,0.6480000019073486,0.4470959007740021,0.6899999976158142,0.4000000059604645,0.5450000166893005,0.5253570079803467
20,100,0.38,MRDS,True,0.6663157939910889,0.5400000214576721,0.6600000262260437,0.5998420715332031,0.6684210300445557,0.4399999976158142,0.6570000052452087,0.5423147082328796,0.6439999938011169,0.39399999380111694,0.5189999938011169,0.5037221312522888
21,100,0.38,conventional,True,0.7336841821670532,0.8199999928474426,0.7379999756813049,0.7756423354148865,0.7536842226982117,0.47999998927116394,0.7400000095367432,0.6014718413352966,0.8059999942779541,0.4580000042915344,0.6320000290870667,0.6075754761695862
22,100,0.53,MRDS,True,0.8705263137817383,0.7200000286102295,0.8629999756813049,0.7916936874389648,0.8978947401046753,0.7400000095367432,0.8899999856948853,0.8151331543922424,0.9020000100135803,0.734000027179718,0.8180000185966492,0.813675582408905
23,100,0.53,conventional,True,0.8600000143051147,0.9599999785423279,0.8650000095367432,0.9086253046989441,0.8410526514053345,0.7200000286102295,0.8349999785423279,0.7781760096549988,0.8679999709129333,0.671999990940094,0.7699999809265137,0.7637381553649902
24,100,0.83,MRDS,True,0.9526315927505493,0.9399999976158142,0.9520000219345093,0.9462947249412537,0.9505262970924377,0.8999999761581421,0.9480000138282776,0.9249181747436523,0.9539999961853027,0.8939999938011169,0.9240000247955322,0.923512876033783
25,100,0.83,conventional,True,0.975789487361908,1.0,0.9769999980926514,0.987820565700531,0.9578947424888611,0.6800000071525574,0.9440000057220459,0.8070739507675171,0.9620000123977661,0.6679999828338623,0.8149999976158142,0.8016332983970642
26,100,0.905,MRDS,True,0.961052656173706,0.9599999785423279,0.9610000252723694,0.960526168346405,0.9705263376235962,0.9200000166893005,0.9679999947547913,0.9449254870414734,0.9480000138282776,0.906000018119812,0.9269999861717224,0.9267621040344238
27,100,0.905,conventional,True,0.9778947234153748,0.9800000190734863,0.9779999852180481,0.9789468050003052,0.9747368693351746,0.8600000143051147,0.968999981880188,0.9155728816986084,0.9779999852180481,0.8159999847412109,0.8970000147819519,0.8933352828025818
28,100,1.355,MRDS,True,0.9936842322349548,1.0,0.9940000176429749,0.9968370795249939,0.9936842322349548,0.9800000190734863,0.9929999709129333,0.9868183732032776,0.9959999918937683,0.9800000190734863,0.9879999756813049,0.9879676103591919
29,100,1.355,conventional,True,0.9978947639465332,1.0,0.9980000257492065,0.9989468455314636,0.9978947639465332,0.9599999785423279,0.9959999918937683,0.978763997554779,0.9980000257492065,0.8939999938011169,0.9459999799728394,0.9445697665214539
30,100,1.58,MRDS,True,0.9978947639465332,0.9800000190734863,0.996999979019165,0.9889068603515625,0.9957894682884216,1.0,0.9959999918937683,0.9978924989700317,1.0,0.9860000014305115,0.9929999709129333,0.9929752945899963
31,100,1.58,conventional,True,1.0,1.0,1.0,1.0,1.0,0.9599999785423279,0.9980000257492065,0.9797958731651306,1.0,0.9480000138282776,0.9739999771118164,0.9736528992652893
32,100,1.805,MRDS,True,1.0,1.0,1.0,1.0,0.9978947639465332,1.0,0.9980000257492065,0.9989468455314636,1.0,0.9940000176429749,0.996999979019165,0.9969955086708069
33,100,1.805,conventional,True,1.0,1.0,1.0,1.0,1.0,0.8399999737739563,0.9919999837875366,0.9165151119232178,1.0,0.8820000290870667,0.9409999847412109,0.9391485452651978
34,50,0.23,MRDS,True,0.5863158106803894,0.5600000023841858,0.5849999785423279,0.5730068683624268,0.5926315784454346,0.3799999952316284,0.5820000171661377,0.4745524227619171,0.5640000104904175,0.4860000014305115,0.5249999761581421,0.5235494375228882
35,50,0.23,conventional,True,0.6431578993797302,0.5400000214576721,0.6380000114440918,0.5893260836601257,0.651578962802887,0.2800000011920929,0.6330000162124634,0.42713242769241333,0.6679999828338623,0.3319999873638153,0.5,0.47093096375465393
